"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",47,1,34,1,16,20,11,35,28,23,24,5,17,46,47,4,40,15,3,37,26,16,38,9,24,20,16,19,28,37,16,36,18,22,35,17,36,38,7,30,2,23,11,39,38,1,2,22,11,45,31,3,7,41,38,17,44,12,26,19,15,39,20,17,33,9,49,17,46,38,48,29,29,40,45,43,11,30,38,19,7,34,40,24,5,39,8,33,5,35,45,21,9,5,2,38,41,27,45,26
"2",82,83,16,38,15,11,60,53,66,98,5,69,68,26,92,64,85,76,25,76,96,67,32,23,44,90,1,1,66,30,69,38,6,81,99,18,79,100,67,38,82,2,32,52,11,46,4,21,73,48,98,12,58,36,70,88,68,21,34,86,4,92,35,10,60,53,54,87,6,6,16,56,55,76,35,94,61,21,58,80,96,29,52,96,75,46,97,46,26,73,40,34,91,15,30,62,60,35,100,17
"3",0,92,66,14,25,12,44,93,5,5,54,94,55,17,67,69,46,77,87,73,82,99,94,30,42,86,67,31,86,22,45,89,51,39,73,1,73,95,81,98,44,24,53,10,30,23,66,70,5,37,37,42,45,31,13,84,56,13,97,45,98,84,14,1,83,27,63,10,72,44,29,96,1,33,1,57,67,19,56,68,97,14,27,79,92,55,99,18,100,51,10,42,72,9,76,39,100,45,78,5
"4",0,0,100,68,93,57,53,65,55,90,93,86,18,26,93,38,75,55,46,50,79,52,94,34,92,71,75,53,8,93,78,73,75,98,44,10,4,60,22,9,57,48,71,10,55,43,19,68,23,15,88,94,23,38,27,86,33,31,95,27,2,39,92,26,44,96,62,40,32,73,37,70,48,88,87,80,22,44,19,36,8,20,71,36,91,90,58,3,95,39,89,54,22,85,81,89,96,55,45,73
"5",0,0,0,3,84,74,11,74,43,51,14,26,81,8,48,40,50,71,63,81,84,66,7,43,11,87,55,15,89,79,50,74,23,26,84,27,31,2,17,37,54,75,39,72,9,3,23,5,63,4,9,64,52,11,28,19,26,50,94,70,54,21,81,16,96,18,39,2,78,11,14,65,64,45,86,2,4,24,79,74,78,35,3,70,3,25,14,99,35,66,20,88,61,26,1,63,35,70,68,28
"6",0,0,0,0,14,37,3,28,85,20,78,44,92,89,94,37,100,5,65,64,47,88,79,76,90,91,88,63,24,18,65,22,34,35,78,16,76,53,27,6,50,91,41,43,14,61,42,53,38,88,64,81,100,30,44,95,17,9,98,19,30,34,25,40,96,87,4,42,77,96,32,60,68,60,6,89,12,59,52,51,56,3,56,98,23,85,71,77,72,60,57,24,10,12,6,78,50,15,99,28
"7",0,0,0,0,0,59,47,28,68,68,66,2,59,16,51,83,25,85,5,38,4,34,67,73,86,44,42,21,46,56,2,93,83,60,68,13,41,38,55,17,40,39,23,90,80,31,61,82,52,46,19,15,55,18,94,80,16,73,78,75,37,53,27,90,88,7,90,57,88,48,32,41,83,4,53,40,20,92,59,47,81,77,50,35,70,71,46,96,61,70,96,9,38,32,90,69,57,87,51,6
"8",0,0,0,0,0,0,49,83,48,95,83,10,7,4,25,54,89,20,87,57,19,90,63,69,58,18,76,39,98,14,45,95,6,17,19,19,29,75,88,38,64,4,3,23,26,44,13,40,86,47,27,42,19,44,22,41,76,85,11,55,77,56,12,2,19,28,59,99,87,39,77,16,18,11,74,98,57,36,42,46,86,71,65,52,38,13,81,28,62,31,7,8,63,33,45,31,28,86,48,8
"9",0,0,0,0,0,0,0,36,90,35,9,15,19,16,48,61,91,85,12,10,15,75,62,61,28,58,8,85,75,31,65,4,58,31,56,89,41,38,14,60,5,33,77,16,10,1,67,83,34,70,64,7,40,38,40,68,86,22,34,83,13,68,85,38,58,40,66,97,3,63,74,82,91,10,67,20,60,22,11,85,81,100,100,11,11,19,9,100,6,29,4,96,90,13,35,60,51,22,97,15
"10",0,0,0,0,0,0,0,0,87,84,28,15,29,60,92,66,53,55,98,69,74,66,39,49,33,87,43,69,21,56,96,27,23,29,85,38,39,53,72,13,67,49,6,40,6,12,6,41,46,2,10,64,75,64,6,57,4,24,29,92,60,29,14,26,46,61,33,54,6,81,36,95,1,57,45,93,21,50,66,43,31,47,21,31,57,84,64,85,66,51,13,49,7,37,65,3,27,84,85,94
"11",0,0,0,0,0,0,0,0,0,70,74,21,27,49,21,33,43,3,12,40,46,31,84,97,87,10,66,90,68,24,95,43,10,28,46,15,60,3,33,16,58,4,25,58,64,28,63,16,37,12,49,17,37,25,4,87,36,100,31,52,93,56,33,14,48,61,7,72,48,16,94,12,42,47,60,88,33,50,21,23,27,48,21,39,96,50,5,56,58,52,48,23,71,9,63,59,23,95,84,61
"12",0,0,0,0,0,0,0,0,0,0,3,32,34,41,100,13,73,3,91,20,72,93,62,39,87,84,51,21,58,43,3,5,73,41,41,76,78,29,65,24,52,34,8,25,65,1,100,27,91,85,80,14,6,9,5,41,13,47,95,14,70,98,94,25,86,53,59,82,64,24,11,99,91,19,89,76,86,32,92,38,29,64,8,34,3,15,68,78,95,71,72,92,74,26,72,31,57,98,31,36
"13",0,0,0,0,0,0,0,0,0,0,0,87,73,61,43,26,29,36,8,64,58,27,91,4,51,65,2,2,82,90,15,11,59,14,48,91,21,50,95,9,42,16,58,57,34,52,48,68,34,70,4,26,19,66,59,78,70,74,1,54,80,61,41,76,53,56,60,85,35,8,92,63,66,16,71,36,18,89,61,72,61,34,14,35,37,64,98,33,89,49,38,88,3,7,84,44,41,48,15,18
"14",0,0,0,0,0,0,0,0,0,0,0,0,65,15,80,37,82,94,14,17,52,55,5,64,62,71,68,41,35,52,24,15,59,75,5,97,72,2,33,4,36,78,2,64,51,17,53,38,43,39,44,58,22,40,43,9,79,38,33,100,56,8,20,10,97,4,75,11,75,38,15,3,78,13,68,91,60,62,55,45,77,47,39,83,52,20,41,22,89,47,55,59,74,39,29,58,95,46,83,1
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,11,60,25,31,48,76,61,55,26,32,19,87,88,65,94,26,100,26,20,47,55,26,96,71,98,72,2,49,58,17,30,2,52,83,11,88,39,46,52,71,32,44,46,49,66,55,77,98,5,69,1,97,82,97,66,26,77,74,3,64,56,19,95,29,10,80,95,2,73,91,60,68,20,21,100,72,77,66,15,20,37,52,95,63,49,72,58
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,42,48,34,87,88,1,39,12,53,58,70,68,13,7,88,8,7,75,100,86,75,32,78,15,33,77,21,3,53,33,84,35,24,6,3,97,88,25,86,32,82,9,17,68,75,60,25,25,84,21,39,54,61,58,99,38,77,20,69,93,70,97,22,39,37,74,98,92,41,51,26,56,84,44,7,89,5,90,49,55,16,45,8,67,24
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,60,10,49,95,38,18,93,95,52,100,33,78,25,61,15,21,25,15,98,71,49,38,35,50,73,40,12,46,89,77,16,1,34,60,25,13,74,10,82,65,75,25,68,19,82,84,45,6,47,95,93,84,82,85,14,53,66,88,6,73,42,54,27,39,28,40,9,19,81,90,11,62,24,39,55,51,43,18,78,41,62,11,17
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,52,62,82,52,64,32,32,32,7,1,44,12,70,38,80,56,15,3,44,62,59,55,2,68,64,71,30,96,48,11,76,20,63,84,70,62,56,11,95,94,28,30,49,31,63,24,58,88,8,13,87,89,60,55,28,72,95,55,3,54,9,63,16,70,48,22,28,38,16,20,41,59,72,73,1,9,81,1,13,33,6,4,8
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,21,22,70,26,91,55,42,56,51,75,40,7,52,84,32,44,52,35,86,10,65,56,78,17,25,6,93,79,31,6,4,79,38,2,25,76,41,4,50,6,37,78,67,83,81,45,1,69,18,16,54,8,64,87,47,45,59,54,8,35,88,65,46,53,39,14,74,67,73,13,72,27,100,9,17,54,22,62,17,71,79,80
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,72,48,97,97,95,77,6,22,71,41,84,5,85,7,35,26,80,91,49,80,66,51,47,4,18,72,89,82,82,87,18,3,23,7,58,62,34,25,4,28,7,76,36,15,76,92,55,91,4,93,94,82,17,86,8,89,49,20,73,64,25,65,42,65,47,4,100,13,33,71,54,46,58,91,60,19,71,74,11,65,38
