"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",43,21,17,31,34,13,38,42,44,37,15,35,42,48,8,6,33,45,10,47,32,17,24,30,24,40,27,38,19,40,24,23,3,4,10,29,25,49,12,32,4,22,41,22,18,6,19,3,4,22,45,35,36,44,9,2,32,38,10,31,5,4,38,32,8,48,1,23,32,15,7,50,13,22,22,41,24,38,13,40,12,46,11,3,36,24,42,45,25,33,15,4,32,47,17,5,8,34,39,22
"2",3,4,49,36,13,59,36,62,85,3,4,49,43,41,97,56,24,5,71,59,9,30,37,94,33,38,64,72,65,57,56,27,31,95,75,4,89,63,98,55,25,63,57,45,67,54,81,63,94,5,87,28,54,75,42,7,37,72,34,19,8,36,41,63,94,75,66,96,30,44,63,5,32,35,63,17,27,18,7,81,37,26,21,4,12,50,4,70,7,60,85,24,76,100,73,68,37,38,36,29
"3",0,78,100,31,70,89,89,46,9,34,69,99,5,79,20,63,26,70,38,32,60,63,61,97,69,99,51,20,41,46,52,59,76,10,100,33,48,49,85,52,46,41,28,54,74,39,1,59,19,83,85,87,41,49,41,78,49,66,18,57,7,76,89,94,84,26,26,48,37,54,31,74,36,12,56,68,92,57,76,32,82,57,40,47,38,68,43,9,51,56,29,96,43,38,10,5,63,20,10,27
"4",0,0,92,98,21,29,53,43,69,33,35,55,91,67,85,19,45,8,51,70,22,96,31,75,63,35,28,10,48,79,19,92,55,93,7,16,80,49,37,20,85,88,31,22,78,25,94,54,30,92,81,18,6,80,7,26,96,15,98,15,42,9,85,25,7,47,53,80,73,29,6,69,92,73,55,44,23,50,13,60,22,61,94,80,11,68,17,73,38,79,81,15,65,62,80,15,89,27,8,18
"5",0,0,0,66,64,80,6,93,33,98,81,11,6,93,90,68,5,14,14,30,13,15,80,41,63,60,19,95,68,42,91,77,68,20,78,3,28,24,22,70,11,13,37,7,67,27,71,22,54,8,84,12,25,63,52,68,80,35,2,59,77,1,38,40,8,1,24,89,70,62,76,85,13,89,32,54,98,13,21,56,92,46,80,26,49,77,28,22,87,50,69,52,43,37,74,40,24,80,13,68
"6",0,0,0,0,88,78,11,22,55,36,61,30,53,28,22,90,43,56,26,43,67,26,15,20,53,30,43,31,5,13,90,33,4,96,67,74,19,15,35,33,67,43,50,65,58,98,64,72,12,95,38,73,51,4,80,37,12,34,36,10,44,42,62,62,16,81,13,94,46,24,7,64,48,39,11,37,54,44,46,10,24,1,57,3,98,30,45,12,2,8,72,80,33,98,82,65,56,72,40,46
"7",0,0,0,0,0,3,23,45,51,69,11,13,85,52,22,98,58,8,54,32,86,50,51,69,53,45,40,14,73,57,61,2,95,97,84,83,40,41,10,59,25,76,82,100,66,88,96,40,9,3,5,24,15,20,37,16,98,36,91,12,5,3,70,97,66,44,55,82,29,64,46,78,80,24,1,68,69,58,67,69,12,43,85,16,90,34,54,14,95,53,85,47,53,100,65,16,1,94,38,65
"8",0,0,0,0,0,0,35,65,50,60,3,42,21,4,80,87,56,1,67,81,74,32,64,52,41,40,4,54,59,90,84,27,80,27,83,85,14,61,3,55,80,70,97,63,67,69,45,62,2,28,13,83,37,43,96,27,27,50,86,2,89,32,2,55,92,68,16,53,88,10,54,25,57,80,53,47,15,71,87,23,51,87,78,84,40,6,53,68,53,77,19,39,13,77,12,39,9,15,83,79
"9",0,0,0,0,0,0,0,94,16,80,51,26,35,94,72,96,53,51,1,97,48,54,21,85,2,20,80,38,88,7,39,4,44,92,2,15,67,27,17,16,62,4,90,69,43,1,83,47,30,19,99,42,73,30,55,53,89,15,26,10,2,67,10,72,44,14,95,88,82,73,53,24,75,6,41,69,60,72,24,6,47,55,44,69,59,89,47,32,32,38,22,2,27,71,37,52,95,59,65,45
"10",0,0,0,0,0,0,0,0,63,100,16,11,18,69,52,39,55,73,33,10,42,91,54,40,48,71,61,61,100,90,19,26,15,36,30,89,5,2,94,5,84,50,34,74,28,14,4,50,62,14,74,69,20,40,7,6,94,70,22,14,1,59,31,16,70,50,36,65,50,53,73,33,93,32,34,36,45,37,41,29,82,53,15,45,12,39,96,46,88,90,44,73,56,86,6,77,41,94,18,99
"11",0,0,0,0,0,0,0,0,0,45,21,26,84,6,53,53,32,83,81,99,7,80,92,77,69,32,24,36,91,71,39,61,77,41,37,81,42,53,69,18,15,55,38,95,59,31,43,84,40,83,66,45,1,71,92,71,62,67,57,81,10,29,63,45,92,44,18,63,56,7,29,52,40,84,48,36,57,72,100,70,80,50,74,80,68,16,39,18,48,89,22,42,53,43,86,33,54,4,73,9
"12",0,0,0,0,0,0,0,0,0,0,76,82,40,48,43,50,13,54,91,68,57,13,47,38,6,17,95,46,41,10,18,40,10,68,91,28,48,1,9,89,37,81,11,31,66,79,1,1,42,2,23,37,69,56,27,64,87,95,63,3,18,16,65,41,37,37,59,16,48,98,70,14,59,86,98,52,24,30,6,19,38,91,30,47,5,17,21,83,46,87,41,80,23,90,52,72,92,20,94,31
"13",0,0,0,0,0,0,0,0,0,0,0,61,76,66,40,25,59,11,17,53,91,90,36,9,12,14,6,26,13,94,64,15,78,94,53,12,90,82,15,80,81,98,96,100,4,88,44,72,81,79,89,55,45,60,36,91,74,37,61,64,76,84,49,76,72,76,38,18,74,21,94,18,40,53,81,4,52,18,26,45,22,43,28,35,36,41,58,77,14,62,92,4,93,14,36,71,72,4,85,97
"14",0,0,0,0,0,0,0,0,0,0,0,0,26,51,40,20,17,93,27,29,32,30,63,2,40,30,75,19,5,53,37,38,44,41,7,69,100,18,74,39,36,83,63,45,9,36,25,78,87,4,71,1,95,100,20,86,81,71,47,31,61,32,56,51,27,19,54,96,60,79,95,32,8,92,15,77,70,12,58,2,76,34,98,47,39,64,75,94,62,31,15,62,43,91,87,90,61,81,54,76
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,79,43,48,10,42,11,51,57,46,43,75,23,1,23,16,69,56,93,2,95,54,14,95,85,29,44,92,63,3,23,55,34,1,1,100,56,24,60,42,19,70,94,97,18,44,48,10,8,99,28,18,91,100,38,32,50,7,90,59,29,53,8,36,98,35,94,1,57,90,80,32,8,97,82,80,39,78,61,50,5,51,6,27,32,73
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,14,68,59,36,59,48,34,2,81,4,18,18,32,25,61,65,97,51,73,13,71,53,83,79,78,46,1,79,33,66,44,72,54,22,23,15,75,72,40,72,15,45,79,27,24,64,57,46,29,29,48,95,47,77,100,87,18,76,51,37,98,27,35,49,13,11,38,98,93,80,86,16,48,50,92,10,100,95,51,99,85,23,32,28,28
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,85,46,93,74,86,19,29,65,43,14,34,61,12,55,33,42,56,87,93,28,44,54,96,77,83,28,68,68,25,25,27,68,81,52,21,39,79,54,39,1,32,77,94,29,95,29,43,8,63,59,26,83,68,35,98,99,85,75,74,4,42,79,21,59,13,95,100,53,82,28,78,5,75,48,12,99,83,14,3,1,28,34,54
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,7,36,66,86,62,86,42,68,68,39,11,88,80,85,20,50,60,15,8,6,6,62,78,14,44,65,65,75,45,50,66,66,96,47,46,22,22,18,87,17,83,52,84,92,75,1,80,33,49,56,43,98,5,97,14,11,70,76,78,46,96,98,79,98,45,1,96,2,85,64,67,19,100,56,60,45,83,62,20,30,45,70,29
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,88,65,17,57,16,3,45,95,34,37,100,48,94,1,68,87,33,6,37,12,75,20,8,45,92,3,68,86,18,47,100,81,13,35,34,27,61,97,85,10,41,20,86,46,61,72,41,96,13,15,75,29,38,99,13,64,27,66,28,55,30,35,17,98,38,34,85,83,85,77,20,50,42,54,62,37,89,45,77,48,70,41
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,31,93,16,87,55,38,94,29,62,95,93,99,49,46,77,91,22,67,56,81,76,28,99,6,48,5,81,91,75,12,22,70,3,96,9,35,26,92,88,5,20,70,89,57,78,51,88,11,98,59,3,13,95,98,100,94,37,93,31,36,20,74,71,42,99,100,52,49,80,35,11,77,57,76,71,45,23,21,31,75
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,68,38,66,13,84,74,90,43,8,46,84,58,50,54,27,88,89,54,58,67,54,24,53,89,65,48,1,97,84,79,60,43,94,39,88,31,51,90,86,69,81,11,90,16,25,85,86,91,99,89,47,42,26,27,80,53,26,24,4,79,74,43,12,50,63,44,98,37,88,23,90,49,27,35,96,92,46,37,75,67
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,70,38,18,60,64,88,83,88,31,18,40,57,38,99,84,62,9,3,62,42,25,9,57,33,12,84,81,16,74,51,84,71,1,53,42,30,63,18,27,28,61,62,13,72,97,77,38,50,84,22,91,21,80,40,77,70,17,8,50,19,1,85,55,64,51,77,59,9,90,73,50,14,10,70,37,1,22,76,43
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10,15,26,64,75,2,89,33,42,58,76,92,79,87,10,74,18,82,27,22,17,48,62,8,29,9,24,94,61,12,90,62,1,84,93,14,80,74,79,63,83,93,48,79,20,63,48,37,74,8,11,90,94,87,68,29,46,72,81,58,33,31,55,31,25,8,79,30,100,9,13,83,83,95,23,87,92,2
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,49,60,56,77,60,14,49,17,65,12,87,4,51,13,54,23,76,44,64,48,20,40,43,80,86,91,99,95,54,94,58,100,9,29,2,50,3,54,62,62,29,84,7,52,58,24,34,71,28,10,67,43,21,60,71,40,7,99,89,58,77,49,89,40,68,5,44,4,42,93,34,54,37,30,75,97
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,59,23,63,82,77,31,12,42,9,20,95,28,87,52,57,81,73,60,36,20,66,84,49,37,21,72,45,75,29,78,91,42,32,40,51,73,79,100,29,32,66,66,59,79,25,36,27,42,74,40,9,59,97,91,54,25,44,70,91,80,8,35,64,26,25,5,56,71,15,11,74,32,100,75,65
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,45,62,3,7,95,51,4,1,21,26,66,49,53,23,72,67,49,15,93,63,85,59,28,20,71,41,96,60,47,53,61,28,12,7,14,52,7,44,63,52,7,76,79,82,55,98,58,65,8,95,86,46,45,17,58,78,20,36,94,13,43,32,70,18,76,46,43,14,13,83,20,14,83,25
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,45,26,13,52,74,62,67,65,72,83,29,10,62,29,20,85,17,26,12,47,32,64,90,80,51,1,28,60,38,89,99,18,68,50,86,55,69,52,27,87,34,57,89,36,60,53,23,76,34,97,93,79,87,84,99,27,17,92,80,60,68,70,69,51,70,78,64,36,57,77,44,95,62,60
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,43,71,33,16,28,50,40,34,12,13,76,42,9,39,24,88,76,27,99,25,37,41,91,50,30,19,54,80,78,37,97,86,8,26,93,50,62,63,28,3,86,24,9,52,100,7,27,22,22,74,88,70,21,53,48,40,73,36,20,82,86,29,19,3,74,4,40,27,5,86,3,46
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,80,34,38,88,47,81,70,3,65,5,45,67,6,66,82,42,24,56,82,87,2,79,38,71,8,93,84,75,64,25,39,27,72,42,86,65,57,81,91,63,55,30,16,60,60,48,75,67,58,50,34,24,41,42,6,53,56,29,54,25,11,50,86,46,45,58,35,84,40,24,92,53
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,80,12,52,11,66,55,15,58,64,99,1,63,65,17,12,64,68,43,42,86,56,14,30,70,39,5,21,100,2,49,21,2,81,31,24,25,80,41,28,69,64,6,5,33,8,18,48,22,80,62,41,26,96,74,34,99,90,33,38,8,83,31,97,33,86,82,58,66,75,56
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,86,60,24,20,5,95,72,29,1,68,58,79,55,12,78,26,35,74,45,24,37,52,92,78,93,36,27,87,1,90,98,70,68,57,5,69,67,76,87,75,85,1,30,50,83,26,98,78,79,10,32,66,83,94,49,5,5,61,16,86,69,86,93,82,85,64,45,65,32,4
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,27,97,59,79,33,60,45,67,89,31,55,35,27,52,48,94,97,96,37,40,71,52,28,14,53,16,8,86,38,8,22,56,22,50,5,37,37,30,5,14,31,95,99,26,3,73,30,41,51,79,90,100,86,73,54,74,19,41,35,43,22,64,41,3,23,26,53,65
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,68,41,89,80,71,80,27,18,5,30,26,59,4,54,32,11,61,21,3,22,62,35,21,81,31,95,5,43,18,1,28,3,65,38,15,65,92,40,83,25,47,82,98,13,79,67,84,26,9,50,41,72,82,16,78,76,16,70,77,35,61,33,8,84,19,38,96,72
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,47,28,94,60,43,59,61,55,41,68,24,96,3,58,96,33,25,66,46,49,47,10,78,75,37,66,20,77,56,2,47,93,72,22,42,64,37,1,70,22,19,90,83,29,96,18,47,45,78,60,96,12,25,60,77,25,39,63,75,97,16,39,98,50,36,35,7
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,70,98,19,4,98,27,28,45,22,15,39,37,65,52,57,94,11,38,51,88,87,42,35,78,76,11,95,58,11,42,20,43,33,100,21,90,99,75,72,39,84,45,22,68,82,32,55,27,72,59,73,16,20,68,38,97,77,25,59,10,90,9,31,48,42
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,51,44,56,72,84,69,1,32,18,36,56,66,25,34,52,13,51,65,28,83,50,48,2,91,74,76,52,75,57,87,17,29,29,20,33,2,10,27,3,19,93,1,58,70,66,4,74,63,68,68,21,1,40,40,73,33,70,62,34,33,40,72,74,57,89
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,77,28,15,60,88,52,88,56,85,81,42,100,40,96,3,43,51,55,81,90,18,40,69,15,21,77,71,7,69,30,7,5,6,60,66,3,29,89,56,98,91,6,12,95,3,30,6,6,27,55,43,93,56,91,38,3,91,100,67,41,71,13,17,44
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,24,49,81,28,34,73,8,63,21,78,4,34,2,82,31,20,73,45,13,27,9,5,24,52,97,23,85,65,92,1,84,2,5,3,98,20,3,9,54,47,52,25,72,27,75,91,89,38,28,1,41,52,43,99,45,89,61,88,19,41,83,98,95
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,66,58,85,71,38,50,78,97,63,93,1,6,55,72,82,9,32,71,1,28,37,2,51,38,30,64,23,31,90,55,26,32,85,51,69,45,33,16,13,63,82,66,72,1,97,11,70,22,63,56,98,51,45,53,17,56,60,36,98,100,74,45
