"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",42,38,38,31,31,28,13,23,38,23,22,42,43,8,4,16,23,14,37,26,3,32,32,30,48,24,47,23,22,9,4,21,6,22,14,10,39,1,35,48,21,10,49,18,15,23,33,28,37,46,14,5,2,40,10,39,6,33,31,36,29,43,7,20,39,37,28,46,38,3,15,24,9,17,1,50,38,32,18,1,36,7,21,34,49,35,44,49,37,13,4,21,34,30,11,31,11,9,17,11
"2",66,64,0,41,20,95,79,0,52,59,72,64,86,58,92,0,46,63,46,22,81,0,10,86,14,0,59,21,0,97,100,0,81,29,91,2,79,40,86,21,92,0,7,5,5,0,45,0,16,0,51,70,72,11,38,18,76,79,30,0,91,21,94,70,70,47,0,0,48,81,67,74,0,25,24,0,51,40,25,10,77,48,48,90,97,34,45,60,38,0,40,34,85,12,0,9,77,37,41,75
"3",0,32,0,41,34,74,41,0,18,99,94,9,66,0,16,20,0,72,29,68,64,2,75,87,0,59,63,27,23,33,49,2,43,0,21,27,0,73,87,96,30,23,0,0,0,0,0,42,50,76,28,12,23,73,21,40,0,8,38,34,26,0,0,38,31,97,54,89,0,48,17,0,6,57,0,92,15,13,74,88,48,59,0,48,0,75,84,78,90,16,82,55,0,84,0,0,8,94,53,92
"4",0,0,58,37,0,88,30,10,29,0,83,44,1,15,64,52,41,43,49,52,12,0,31,83,88,57,58,0,35,82,0,0,30,8,64,32,95,23,23,57,0,86,0,31,0,15,43,88,16,0,90,0,51,14,0,22,63,100,66,71,0,0,71,24,24,6,0,29,76,83,0,5,26,46,10,37,14,27,75,0,0,0,88,37,91,85,81,32,59,6,0,0,43,37,0,9,83,100,29,0
"5",0,0,0,0,0,79,69,7,66,14,0,0,0,82,66,71,15,51,54,39,87,25,57,15,8,5,96,17,29,71,0,77,28,88,0,56,0,0,74,48,51,98,0,57,45,20,0,85,22,0,58,16,0,19,15,76,0,42,3,64,54,60,7,56,0,10,93,91,22,16,54,0,17,56,66,56,99,0,75,0,34,6,2,0,65,0,52,45,56,0,24,5,28,21,33,53,60,75,0,52
"6",0,0,0,0,70,67,73,34,26,46,0,0,62,18,29,78,3,0,23,11,67,0,0,13,38,0,94,91,98,3,23,83,68,0,18,11,96,0,94,46,15,25,24,48,4,0,2,0,0,70,82,29,50,27,0,0,5,43,77,23,42,89,0,34,0,72,0,72,7,31,18,58,29,0,0,27,4,70,0,0,0,100,0,77,7,34,49,0,95,86,93,87,43,91,35,15,98,77,0,23
"7",0,0,0,0,0,0,64,93,35,9,0,0,39,0,79,28,0,76,82,0,52,12,35,31,87,69,32,7,22,36,19,0,91,64,89,0,83,4,89,66,73,50,21,71,0,86,75,46,0,91,22,45,69,68,56,40,89,63,97,0,90,82,23,9,14,81,0,0,6,96,99,0,78,0,93,31,67,55,7,33,39,93,2,5,52,0,33,69,39,97,0,40,31,10,5,68,52,21,0,84
"8",0,0,0,0,0,0,13,44,32,0,93,0,0,3,91,58,56,6,100,94,99,0,0,92,31,89,85,73,92,25,65,52,99,96,0,2,54,85,16,39,0,0,22,97,8,21,89,63,2,0,82,41,0,25,79,61,76,0,21,86,35,48,18,71,60,65,0,56,96,0,10,27,54,56,19,42,64,1,0,95,0,15,96,28,49,85,14,75,86,1,84,74,0,5,0,51,0,41,85,25
"9",0,0,0,0,0,0,0,84,52,95,76,45,11,61,0,0,0,40,11,10,41,0,0,27,66,0,0,23,99,49,15,0,0,0,82,76,55,0,8,51,90,0,52,5,0,13,66,73,3,19,0,97,68,0,98,49,87,96,79,76,74,33,16,75,77,100,61,10,48,42,45,0,6,0,59,0,12,0,83,0,0,93,5,0,89,21,4,0,26,11,2,33,85,0,21,0,23,38,40,56
"10",0,0,0,0,0,0,0,0,71,93,74,9,97,59,0,45,16,74,20,0,40,51,9,28,0,0,68,0,9,7,67,30,77,45,36,20,93,46,57,0,0,0,64,0,85,36,0,17,69,62,0,0,90,87,85,44,84,87,75,62,0,96,76,25,45,0,0,10,17,35,93,80,0,13,62,99,53,2,16,0,87,2,0,0,0,78,0,35,55,75,0,40,0,98,53,20,35,67,18,5
"11",0,0,0,0,0,0,0,0,0,96,51,8,73,0,5,9,45,7,82,93,0,0,68,5,94,70,81,3,57,52,82,33,0,11,0,61,39,64,60,0,23,37,94,7,0,26,0,93,0,81,24,25,22,63,0,76,73,7,0,0,0,51,90,89,90,43,62,100,19,36,43,0,5,60,37,0,0,0,0,0,0,21,0,93,78,0,0,0,31,0,50,35,72,81,0,0,0,0,0,24
"12",0,0,0,0,0,0,0,0,0,0,21,97,60,54,84,10,52,0,16,56,66,72,0,85,85,0,35,39,46,81,0,68,0,88,100,74,0,83,0,0,10,4,0,98,0,97,86,47,49,45,87,57,0,78,0,52,19,19,0,0,64,73,72,0,0,13,0,39,75,51,94,44,32,0,96,79,85,60,0,48,0,1,91,52,54,0,58,9,79,32,36,26,0,73,91,50,42,27,49,66
"13",0,0,0,0,0,0,0,0,0,0,0,69,58,51,59,45,11,0,37,50,99,82,9,72,44,66,64,0,3,23,0,40,81,18,0,0,37,12,24,88,32,74,0,56,32,16,78,0,7,34,10,46,66,0,96,19,43,8,14,16,27,75,30,44,88,59,0,55,49,0,92,71,44,0,29,37,72,24,34,96,84,40,24,13,97,0,73,84,62,0,9,0,17,20,97,97,48,1,45,19
"14",0,0,0,0,0,0,0,0,0,0,0,0,84,48,49,69,69,17,95,93,0,54,15,0,85,0,76,53,0,33,34,0,73,0,31,0,0,53,0,0,0,0,0,0,0,0,63,33,62,85,0,74,33,94,4,2,71,72,50,0,0,6,36,0,97,0,97,3,3,20,94,0,11,0,0,77,0,29,21,58,12,0,88,16,77,0,28,73,82,35,98,89,21,28,68,75,1,74,11,0
