"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",17,29,23,32,9,16,17,45,27,21,37,3,45,7,22,31,17,41,33,26,11,10,12,47,46,35,8,33,3,46,6,32,32,32,18,36,39,49,26,37,47,20,46,20,35,23,33,23,43,9,2,21,6,31,4,36,3,37,35,26,18,29,27,19,46,46,38,41,43,11,39,4,45,46,1,17,9,5,45,20,32,3,11,48,16,23,7,26,34,4,48,4,5,24,3,47,10,46,16,33
"2",0,0,17,19,38,77,19,0,6,83,30,68,55,90,86,0,1,0,26,60,0,0,8,91,0,89,99,59,1,0,0,76,40,35,55,0,61,0,1,0,17,48,58,45,0,39,5,0,0,14,75,81,32,80,72,16,0,100,52,0,65,42,3,98,93,33,0,76,68,0,52,92,79,68,30,11,0,40,0,86,0,8,0,74,70,15,68,61,46,0,35,70,0,0,27,71,8,14,1,50
"3",0,35,15,34,44,86,55,43,37,0,0,0,58,61,79,10,70,98,80,0,0,5,37,57,0,0,56,18,29,0,69,66,39,39,15,30,85,0,55,97,22,57,48,0,0,94,33,16,80,68,30,19,0,77,28,75,0,53,49,52,83,0,0,32,76,15,23,66,68,35,80,87,94,0,0,1,88,84,46,92,35,0,41,71,40,21,0,0,33,37,77,91,0,44,83,5,3,92,91,7
"4",0,0,0,84,100,0,11,18,8,0,45,81,72,49,14,0,10,0,49,31,99,29,65,0,64,70,32,72,36,79,44,82,49,35,18,11,20,6,45,93,46,0,0,20,15,82,63,81,74,80,0,30,80,0,0,0,38,58,0,94,0,77,4,85,16,0,0,92,10,62,53,26,0,17,34,43,8,23,64,97,39,1,38,77,58,64,46,0,52,60,1,54,18,44,0,78,77,0,72,0
"5",0,0,0,87,78,80,83,0,30,85,0,97,0,61,0,75,0,0,47,54,0,0,0,56,0,98,34,48,0,4,0,23,88,43,61,26,66,95,15,0,32,22,40,31,6,32,0,16,78,14,0,65,89,0,20,83,97,0,0,20,73,14,8,0,0,15,12,26,0,75,13,18,42,65,30,0,0,35,74,45,0,22,21,52,90,35,3,57,80,30,67,0,61,1,64,0,0,38,49,0
"6",0,0,0,0,64,61,9,44,86,0,0,0,43,0,0,0,58,4,24,64,0,77,13,4,51,64,4,100,69,0,10,26,0,91,100,22,47,42,47,0,0,92,5,71,63,16,51,1,0,45,54,35,45,99,48,95,0,70,75,0,7,32,0,0,0,11,54,69,76,0,24,36,99,22,92,31,0,99,88,56,58,0,58,8,17,61,41,98,0,77,0,33,39,48,0,7,11,89,68,44
"7",0,0,0,0,0,63,0,0,49,76,0,9,6,51,64,20,39,82,26,0,0,73,0,41,85,0,0,75,48,63,40,64,13,53,55,0,24,15,60,0,69,0,0,7,77,73,47,25,19,2,68,0,62,70,0,52,99,2,51,84,0,0,50,45,59,26,5,72,0,64,33,0,44,0,5,86,57,0,82,0,3,75,0,29,98,96,71,4,14,80,0,83,0,0,0,40,0,0,26,37
"8",0,0,0,0,0,0,84,29,11,99,55,56,7,16,0,0,4,0,0,72,44,0,16,8,50,21,24,14,70,69,63,98,100,0,55,42,0,97,67,0,0,90,0,0,28,58,9,32,21,48,83,40,72,98,7,72,29,29,57,100,10,4,22,0,0,0,53,46,64,51,95,50,73,31,13,18,47,75,55,0,62,7,71,0,4,67,0,4,0,0,90,0,83,65,0,13,25,52,22,0
"9",0,0,0,0,0,0,0,0,3,17,0,72,0,16,0,0,36,24,0,86,68,52,71,12,24,0,91,97,55,0,0,8,0,0,31,75,57,94,0,65,32,30,65,96,81,28,0,53,59,34,0,45,44,38,28,81,92,74,57,56,0,67,46,65,10,21,46,50,59,63,0,75,98,80,100,80,90,15,41,95,59,0,88,57,0,10,86,0,61,96,0,26,36,12,29,49,62,0,33,0
"10",0,0,0,0,0,0,0,0,10,62,43,94,42,0,0,20,78,27,0,80,2,59,79,58,0,28,21,84,0,0,59,19,0,83,34,89,78,0,75,74,46,54,67,76,0,10,61,94,0,80,0,71,55,74,54,34,0,4,34,80,60,91,0,75,0,0,47,43,43,26,0,42,99,91,71,88,80,52,87,34,60,12,49,63,0,0,0,6,24,62,22,0,74,33,75,96,96,5,31,8
"11",0,0,0,0,0,0,0,0,0,7,0,60,53,50,72,39,41,12,95,90,50,0,14,0,71,22,29,91,58,95,0,16,63,83,96,81,90,59,0,59,51,67,27,57,0,8,24,0,0,55,87,79,5,0,52,0,36,88,33,0,0,97,75,22,0,0,44,44,98,21,93,59,20,84,28,53,50,87,42,86,84,31,0,59,5,0,96,0,0,13,16,0,0,2,93,0,0,0,90,42
"12",0,0,0,0,0,0,0,0,0,0,21,0,0,2,8,80,5,97,12,11,0,9,45,0,0,11,0,96,100,99,0,30,19,27,27,0,35,21,92,48,71,21,40,46,0,29,54,64,98,0,95,23,100,40,87,34,69,80,0,30,0,37,46,19,23,10,88,8,0,99,75,44,94,92,23,75,25,54,0,61,12,86,59,0,97,16,54,36,9,14,96,22,37,0,0,18,43,76,83,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,59,87,21,34,36,27,8,26,0,80,31,73,36,94,72,0,37,0,81,0,0,47,12,14,97,56,0,9,0,11,50,21,67,50,34,27,67,28,88,75,0,96,0,98,91,89,11,44,51,45,66,11,82,91,29,50,31,48,18,19,31,0,0,82,82,81,84,71,0,80,10,33,36,80,88,69,93,0,0,88,0,0,15,95,0,38,78,39
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,30,48,61,52,36,82,5,81,0,11,0,0,91,66,91,16,28,28,0,67,10,40,85,26,2,31,0,4,5,60,30,96,42,27,50,5,68,0,89,29,96,37,14,20,59,23,36,100,66,49,12,91,0,4,79,70,0,89,88,20,42,0,53,54,55,0,37,94,95,27,11,67,57,84,49,80,0,39,9,10,0,44,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,39,77,0,17,94,10,17,31,0,0,0,11,23,51,51,45,47,43,0,28,3,0,0,97,60,60,13,49,50,9,43,56,57,67,25,14,87,7,20,43,0,0,45,6,0,0,80,79,0,3,75,17,0,57,38,55,12,65,96,0,53,70,0,14,82,87,1,69,54,0,61,0,9,100,0,37,32,87,0,0,18,59,27,0,19,1,49
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,42,34,81,0,0,16,96,36,0,0,35,44,0,51,12,0,2,82,0,0,37,0,25,38,89,0,61,72,81,0,7,0,0,82,0,77,54,0,7,24,30,47,100,0,0,53,13,70,58,0,11,99,19,76,72,5,0,32,99,91,0,70,0,0,99,85,0,51,86,11,12,0,4,16,0,86,74,60,58,54,0,55,35,82
