"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",27,25,32,35,24,15,19,29,38,6,45,11,34,41,38,28,4,39,36,29,1,41,34,3,15,22,35,42,19,45,23,18,21,40,23,38,27,49,18,24,50,40,14,25,12,29,38,16,45,9,48,50,39,23,15,17,48,34,43,46,42,39,21,16,9,31,48,19,6,31,50,19,43,9,29,48,36,31,39,14,37,46,40,46,50,33,10,41,18,1,17,8,43,1,40,44,22,45,20,14
"2",92,19,30,23,49,0,88,10,0,45,0,0,19,53,99,93,9,0,0,10,18,54,32,7,81,32,18,0,48,41,0,21,59,3,0,0,15,18,20,43,74,39,53,40,62,79,90,0,11,77,0,74,76,0,40,22,14,22,20,52,15,33,89,95,41,12,53,3,0,0,1,6,0,54,0,0,25,5,52,0,0,50,86,72,82,44,0,88,51,1,0,42,9,0,13,0,0,86,77,0
"3",0,14,12,93,5,94,17,0,46,0,0,82,94,0,86,31,0,0,89,0,73,73,81,44,0,0,30,66,0,37,42,31,84,13,45,84,1,27,10,44,96,33,0,0,19,68,14,79,55,0,100,0,0,72,76,100,78,0,100,93,0,65,90,86,26,38,55,0,79,94,92,75,8,78,75,44,4,0,9,48,0,55,19,23,88,23,0,86,31,27,0,92,0,96,40,73,70,88,0,22
"4",0,0,8,0,0,91,0,3,39,54,85,89,55,73,3,74,74,51,0,81,48,0,71,81,66,43,87,15,79,74,26,0,31,17,54,39,0,3,5,4,64,11,19,50,0,0,21,16,0,39,0,11,65,45,2,24,74,35,0,0,25,99,66,88,26,63,70,28,14,0,28,0,78,92,94,100,65,47,79,90,88,0,18,22,0,0,16,0,27,50,41,0,61,53,88,81,30,95,9,0
"5",0,0,0,25,96,4,77,32,68,6,12,0,51,3,0,0,0,71,72,57,10,6,50,0,28,0,47,68,0,0,59,51,25,5,4,67,86,42,0,56,93,60,13,38,17,0,0,90,0,61,52,19,55,94,16,0,75,53,90,7,57,48,0,83,0,40,92,47,77,35,71,96,70,9,0,90,57,51,0,49,48,0,0,0,4,54,20,57,90,69,18,39,14,95,17,0,29,88,0,4
"6",0,0,0,0,44,40,0,27,19,22,0,0,11,77,12,0,28,99,39,0,0,11,0,57,42,86,65,38,81,62,7,63,45,28,0,8,36,35,15,16,0,91,12,15,0,61,0,8,75,0,4,31,0,0,38,60,33,16,1,83,70,7,38,68,0,34,13,85,0,0,66,3,0,0,0,10,20,0,11,81,0,11,0,9,6,4,90,0,60,22,15,0,84,15,60,66,55,0,0,66
"7",0,0,0,0,0,0,43,21,96,23,0,38,53,13,0,6,6,0,41,2,64,64,57,24,92,29,26,61,54,81,95,57,93,50,43,47,31,84,85,51,0,0,0,65,27,85,66,74,27,0,33,3,40,0,84,87,0,90,24,43,28,15,3,16,4,58,0,63,0,12,17,25,87,100,52,0,0,14,61,72,0,94,42,60,0,50,0,27,21,96,5,58,48,71,0,59,95,61,3,0
"8",0,0,0,0,0,0,0,13,0,91,72,62,0,0,51,58,0,5,41,0,78,65,0,34,25,1,0,0,85,14,9,41,0,95,70,0,25,53,82,24,99,19,76,32,38,0,8,3,68,0,71,0,74,72,57,0,0,5,0,61,0,0,36,64,27,4,65,0,82,0,11,14,91,50,9,16,57,52,68,70,26,66,78,74,54,61,76,56,85,8,63,16,36,89,72,34,35,64,33,49
"9",0,0,0,0,0,0,0,0,84,41,15,69,15,0,82,14,52,0,64,71,41,52,15,75,97,0,33,36,2,51,53,43,44,0,0,43,79,33,56,20,0,0,0,11,38,3,13,0,60,0,45,47,0,0,20,22,0,55,74,29,0,46,0,68,60,31,76,0,26,19,0,65,0,100,0,0,55,96,98,2,0,17,2,83,88,46,71,44,49,0,77,5,0,97,97,26,74,64,19,0
"10",0,0,0,0,0,0,0,0,95,73,60,20,100,0,66,0,37,95,49,0,0,94,48,87,1,12,58,68,7,8,75,86,32,15,77,3,33,35,0,3,88,86,82,17,75,0,0,84,39,61,99,77,69,70,22,37,98,41,0,0,84,7,5,49,0,45,67,92,14,10,95,18,95,100,78,61,0,25,98,49,0,0,73,12,89,16,0,60,0,74,0,65,0,0,19,84,6,95,84,85
"11",0,0,0,0,0,0,0,0,0,66,6,42,27,28,9,81,11,24,0,51,18,41,0,0,0,41,0,82,64,32,7,44,0,0,0,0,0,3,62,55,68,71,96,0,0,20,84,62,0,95,28,49,63,58,8,87,0,55,72,55,54,63,70,22,38,0,41,0,73,9,1,33,4,85,21,70,91,42,0,75,7,84,44,35,10,0,78,0,0,0,79,6,0,38,0,76,4,6,78,83
"12",0,0,0,0,0,0,0,0,0,0,69,16,0,0,87,45,54,35,0,46,0,14,67,0,72,100,17,22,0,71,80,0,72,97,95,6,71,84,0,7,26,91,0,66,47,18,89,82,18,23,0,62,25,28,0,0,15,92,91,93,82,0,8,0,0,0,64,65,0,47,100,33,54,58,60,71,11,0,0,66,16,43,95,35,0,100,0,17,32,0,63,71,19,42,56,92,70,56,0,88
