"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",26,24,21,2,26,11,28,46,13,45,45,9,39,14,35,27,27,9,41,18,20,37,43,42,46,39,6,2,1,35,38,10,33,7,2,27,4,29,49,47,33,8,30,39,6,2,28,6,11,37,6,30,9,1,5,50,12,46,5,8,30,32,36,34,42,49,16,40,38,38,34,39,7,14,13,35,40,16,34,29,40,33,29,8,30,28,18,19,18,35,33,1,28,39,11,35,14,6,26,38
"2",80,76,0,23,92,0,36,70,92,6,10,75,0,0,86,14,17,86,0,0,38,43,6,0,32,0,62,96,0,98,30,93,12,74,89,56,0,0,58,28,12,30,100,24,33,19,19,82,34,59,0,58,55,39,0,28,51,15,99,0,38,10,0,0,0,38,32,9,63,0,17,0,0,0,0,88,43,98,42,31,55,60,0,0,37,46,0,65,79,85,8,86,3,47,57,0,43,0,28,7
"3",0,15,0,96,99,57,92,0,23,6,34,0,30,0,69,73,0,15,85,96,0,0,32,28,60,23,0,0,49,81,25,0,0,58,48,1,0,28,0,76,8,0,10,57,0,98,77,18,78,45,56,100,65,12,0,0,10,84,3,78,98,56,82,75,0,28,64,94,38,10,76,64,85,10,52,96,0,0,0,0,0,90,64,91,91,69,39,36,61,99,77,100,57,58,42,60,12,9,87,0
"4",0,0,84,5,37,97,0,81,81,34,59,42,0,0,52,0,21,83,45,11,15,0,69,0,2,10,0,0,93,48,22,0,0,73,0,8,76,0,49,76,0,39,0,41,26,95,11,62,0,64,21,90,58,39,80,0,0,93,100,81,88,11,19,0,31,62,0,45,99,59,0,77,0,5,33,43,85,15,27,20,75,40,3,31,63,34,79,16,72,55,79,33,9,19,0,0,3,0,64,32
"5",0,0,0,51,0,95,48,0,96,0,91,0,11,47,5,40,12,80,53,43,24,57,85,74,57,73,55,11,0,28,0,22,0,27,71,62,0,27,15,52,38,30,4,9,78,65,0,48,0,36,90,60,47,83,62,0,56,0,36,0,0,76,93,66,42,1,63,0,25,0,82,0,3,91,56,0,80,0,0,0,39,38,5,6,41,0,75,99,85,64,0,98,20,22,34,60,95,79,0,0
"6",0,0,0,0,58,0,8,30,73,0,51,0,54,46,92,0,0,71,0,52,29,64,22,65,0,96,64,99,39,12,28,5,0,2,24,60,79,37,77,18,59,38,25,13,31,67,87,52,0,80,36,0,7,0,19,74,26,0,49,0,0,44,74,46,53,40,0,31,16,79,0,47,0,43,67,0,59,58,69,85,23,16,55,0,0,0,74,24,45,10,64,80,93,0,28,0,75,0,9,0
"7",0,0,0,0,0,61,6,4,0,73,0,63,60,0,73,91,46,77,0,86,17,53,87,70,34,41,0,72,13,0,82,0,49,2,15,16,0,27,0,65,21,35,64,70,29,83,39,74,76,70,72,0,34,91,26,0,4,7,0,58,0,7,3,39,78,14,6,0,0,63,43,19,0,59,0,71,0,90,29,0,2,93,56,55,10,48,53,65,57,62,31,12,47,83,47,0,0,10,0,36
"8",0,0,0,0,0,0,59,7,0,28,77,0,14,50,0,11,37,83,0,19,7,21,37,0,45,93,48,0,91,91,80,45,21,0,83,26,28,56,0,17,63,64,0,8,18,0,0,41,0,23,95,0,6,47,73,43,38,0,45,0,0,0,0,0,74,95,0,0,77,10,58,0,75,19,21,0,94,0,0,92,25,21,87,48,49,71,0,49,56,66,33,62,7,77,49,43,82,9,34,53
"9",0,0,0,0,0,0,0,0,0,27,71,28,0,3,0,43,7,55,63,23,0,33,41,0,29,44,35,98,0,53,4,0,75,36,13,30,23,43,48,0,0,50,52,75,0,74,72,0,87,0,0,0,18,67,56,0,0,82,18,45,0,33,52,75,100,83,46,35,97,44,2,16,49,83,94,82,71,74,0,36,79,0,0,0,66,0,85,0,0,0,0,0,49,85,0,74,77,81,77,10
"10",0,0,0,0,0,0,0,0,41,66,18,0,33,59,11,0,19,8,95,91,28,0,0,0,63,2,21,0,60,29,0,90,100,0,67,0,22,34,92,39,0,0,0,79,59,0,36,76,37,36,16,44,0,74,0,0,0,35,36,14,0,38,8,83,59,15,6,59,73,0,59,72,99,84,0,0,0,0,72,81,100,0,5,90,0,1,14,0,0,18,80,0,13,33,71,54,1,0,75,54
"11",0,0,0,0,0,0,0,0,0,0,2,82,0,0,18,0,83,0,35,4,16,0,0,61,0,88,0,20,40,14,58,28,83,8,0,22,71,89,1,68,22,28,98,47,32,97,32,38,64,85,65,87,6,0,51,0,93,58,0,0,60,29,93,63,0,3,21,47,0,48,0,54,85,0,68,63,92,90,0,0,0,0,35,70,64,29,7,17,50,0,0,77,83,6,26,0,84,1,0,13
"12",0,0,0,0,0,0,0,0,0,0,17,67,67,40,45,83,0,86,98,62,0,31,55,0,0,34,32,27,86,22,40,34,43,0,0,0,69,22,30,82,89,64,0,25,33,89,68,24,0,76,0,73,0,35,0,16,8,89,66,77,91,52,69,89,37,0,31,7,62,88,0,4,92,55,77,42,0,32,0,12,0,99,83,43,5,0,56,39,21,0,26,0,82,0,25,0,83,42,45,99
"13",0,0,0,0,0,0,0,0,0,0,0,29,25,52,89,78,8,15,0,48,56,32,76,52,0,52,0,0,20,1,1,25,89,56,64,95,65,92,53,93,68,95,88,14,7,0,100,86,7,96,70,0,21,0,0,94,26,22,41,28,69,90,28,70,40,39,50,83,77,44,69,88,63,21,0,22,0,53,80,42,0,24,2,54,0,76,65,82,51,52,12,70,4,0,0,0,15,23,75,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,39,55,0,32,55,30,67,0,37,87,0,45,67,0,51,0,0,38,12,100,71,4,67,68,0,44,31,40,37,0,0,12,0,18,48,98,0,89,0,70,28,0,46,86,12,37,0,35,16,42,19,98,0,8,36,0,0,98,24,89,19,87,87,49,47,60,90,0,95,79,0,66,56,0,0,0,72,21,0,30,81,51,0,0,79,49,62,8
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,45,0,45,37,77,66,0,8,0,0,15,0,31,50,63,94,77,46,51,19,60,0,27,66,40,89,24,60,0,62,59,52,74,91,0,90,78,57,46,63,9,41,0,87,62,53,0,0,7,60,70,85,4,0,79,14,0,95,94,50,77,58,75,87,83,78,19,66,0,9,0,34,25,21,22,0,0,81,29,7,31,49,21,50,94
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,47,99,0,0,48,0,0,17,14,11,68,84,6,38,60,20,40,62,98,18,73,59,39,7,26,0,55,56,26,0,89,38,29,10,0,97,0,47,0,0,15,26,9,44,84,5,2,61,0,83,0,59,5,0,86,0,40,61,0,46,96,0,30,48,15,0,2,85,12,23,82,57,46,57,40,25,16,0,0,18,59,68,90,100
