"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",6,22,29,21,14,39,48,17,13,35,43,37,1,20,27,25,46,26,45,7,31,46,9,10,4,42,11,50,24,35,41,1,3,33,9,28,33,23,41,36,6,34,46,45,11,8,43,33,28,37,37,47,11,40,4,45,45,11,36,35,9,26,20,11,7,16,15,28,50,10,38,43,20,15,33,5,49,44,26,2,45,23,33,1,24,9,17,20,41,43,18,33,22,23,4,36,18,25,29,50
"2",14,96,51,11,59,24,33,89,93,95,20,32,53,32,59,78,51,1,88,77,73,46,68,40,38,72,28,39,75,16,11,40,86,86,40,79,17,20,6,69,25,4,10,26,15,57,16,76,71,76,61,78,80,97,36,71,24,20,36,100,48,32,65,92,92,54,45,31,87,80,79,91,57,59,6,59,49,72,35,6,28,9,11,86,77,46,94,71,7,27,78,33,75,11,15,76,1,46,42,92
"3",0,41,59,83,57,49,36,48,61,69,95,97,61,82,66,65,63,20,16,82,85,53,98,2,16,75,66,93,23,11,99,55,69,18,75,35,64,67,93,9,88,26,13,96,37,62,85,62,21,27,17,99,100,65,52,46,75,64,5,5,85,22,96,41,40,95,48,43,76,13,14,84,90,33,29,21,12,33,72,58,77,53,23,35,23,14,68,64,99,5,27,81,99,69,47,41,51,31,55,74
"4",0,0,43,51,58,52,57,2,69,63,8,36,48,19,14,54,25,38,50,58,51,93,36,94,1,62,92,44,6,17,94,71,21,21,40,44,25,91,5,5,22,10,6,42,42,97,66,18,18,13,94,93,26,85,73,82,55,97,15,67,28,62,69,23,66,56,19,29,10,88,5,47,54,69,3,57,80,39,19,23,86,66,90,40,94,12,50,41,95,2,32,60,69,8,55,76,42,35,33,29
"5",0,0,0,27,61,55,61,99,3,33,10,29,61,93,64,34,18,50,90,44,45,2,62,97,67,87,92,80,60,41,39,95,16,38,19,31,89,61,58,78,81,84,23,91,92,57,65,38,85,45,25,82,14,1,47,24,3,42,78,33,9,2,3,74,81,27,94,19,25,70,15,37,38,14,72,89,27,19,32,84,94,96,41,32,67,16,65,68,93,46,34,60,77,22,68,48,27,38,92,12
"6",0,0,0,0,37,28,57,73,92,26,75,27,33,89,26,18,73,31,66,86,4,58,70,18,78,42,88,12,99,89,51,90,36,2,35,78,52,80,4,45,44,18,14,37,22,91,9,19,37,83,21,70,97,49,87,51,74,59,77,12,21,11,99,2,44,50,9,94,88,4,93,82,49,91,67,5,53,75,20,93,74,25,42,3,3,21,64,70,33,14,56,24,4,100,91,53,77,70,94,12
"7",0,0,0,0,0,64,93,5,56,59,62,39,71,64,2,67,97,96,2,6,39,45,89,43,46,71,88,42,52,77,80,35,80,33,46,2,80,5,88,34,67,1,30,55,96,48,54,28,78,1,44,55,30,10,78,39,60,32,37,68,69,56,100,36,21,15,61,73,56,64,48,84,78,14,68,46,24,91,82,96,18,54,79,73,47,34,89,55,21,73,37,23,42,62,42,73,29,63,1,89
"8",0,0,0,0,0,0,34,95,37,75,56,74,23,28,89,18,89,72,69,53,20,69,85,70,85,60,13,18,75,62,20,8,32,21,99,60,54,2,27,32,34,11,95,50,6,22,56,7,53,23,72,10,81,16,85,18,56,38,2,79,66,1,39,53,84,48,15,34,90,48,76,17,82,57,71,65,36,31,65,16,97,15,24,31,50,52,14,80,22,14,31,91,28,2,81,52,76,14,74,88
"9",0,0,0,0,0,0,0,99,77,55,52,78,60,16,94,87,36,94,28,18,88,31,32,85,75,57,1,97,66,23,30,54,100,62,13,84,44,21,25,99,3,72,43,4,78,76,77,35,19,72,83,26,5,27,18,30,58,31,11,60,7,78,27,90,70,62,61,86,2,64,2,68,92,11,88,86,82,49,30,24,15,3,97,29,84,3,76,12,6,6,61,3,27,94,55,49,23,74,89,99
"10",0,0,0,0,0,0,0,0,20,33,38,68,64,78,69,32,41,42,53,16,22,69,7,44,5,50,35,90,97,29,83,41,43,58,14,74,10,24,4,62,24,75,48,36,77,6,22,90,23,50,25,1,49,23,97,65,91,40,75,94,11,88,48,33,65,67,11,64,36,27,71,41,78,94,81,35,80,59,45,61,69,8,89,37,22,53,1,47,13,85,53,67,68,7,47,26,69,87,41,57
