"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",22,47,48,30,8,3,6,23,45,11,25,16,33,4,6,16,20,8,39,34,50,31,44,16,28,27,15,13,17,15,1,31,29,9,22,9,7,16,28,44,48,26,32,42,29,19,49,9,45,10,22,40,32,19,43,26,17,28,41,30,1,8,13,19,34,17,44,37,20,35,11,23,43,26,41,13,19,12,39,6,13,8,33,32,5,50,5,45,28,26,35,26,14,22,35,20,7,48,6,34
"2",69,43,84,74,52,82,73,64,31,52,10,81,20,95,15,12,7,18,68,9,98,4,89,18,63,94,11,92,3,15,94,95,21,49,46,49,58,39,34,70,30,81,12,100,34,94,52,7,61,34,19,44,31,89,25,49,99,88,35,91,64,6,90,70,26,44,29,34,56,31,94,88,66,27,47,49,56,59,62,44,85,33,83,81,64,67,84,98,98,1,53,22,19,80,16,11,7,93,57,66
"3",0,52,97,48,36,90,86,88,69,17,89,50,24,95,21,80,85,92,19,53,94,6,62,33,23,94,100,52,42,74,30,11,33,99,50,1,93,51,40,56,36,91,6,61,77,60,94,55,77,77,75,16,18,32,59,25,42,8,23,54,51,96,29,14,14,27,36,98,40,89,90,69,31,12,54,100,81,46,51,10,56,93,3,9,70,31,44,66,100,2,3,67,57,52,78,72,39,96,80,61
"4",0,0,48,38,69,12,55,10,26,69,76,15,7,79,10,43,4,49,71,74,25,100,51,87,19,80,69,39,98,92,28,6,13,5,86,99,23,47,28,17,35,69,49,87,72,52,34,64,44,58,35,18,57,88,65,7,73,31,91,85,56,70,73,91,18,28,81,25,47,100,72,7,62,48,14,17,85,31,64,88,12,69,88,83,48,63,78,27,73,60,3,33,5,58,15,9,11,48,18,15
"5",0,0,0,78,53,1,49,71,63,88,79,28,62,36,98,49,74,55,61,12,60,99,59,18,42,10,24,27,68,90,35,38,32,7,29,73,7,55,77,72,41,100,44,67,27,88,92,38,47,29,24,38,40,73,11,55,18,47,44,24,38,26,100,68,100,54,3,30,60,40,26,22,100,57,60,98,44,11,97,76,50,11,82,91,79,22,87,23,66,25,92,88,67,34,57,82,56,80,76,77
"6",0,0,0,0,65,22,55,11,75,89,10,72,40,46,5,30,79,69,8,4,45,11,9,58,97,40,43,56,27,65,84,35,22,46,97,71,25,63,74,19,14,57,21,62,96,49,32,54,27,9,83,68,65,13,69,14,26,92,24,39,4,48,83,94,22,63,15,2,37,77,86,90,6,70,26,60,59,52,30,32,19,11,18,54,4,30,90,74,83,35,56,81,98,41,24,3,69,34,20,23
"7",0,0,0,0,0,40,30,32,30,99,42,81,74,77,46,21,60,78,38,50,4,72,97,85,16,42,47,39,26,53,50,8,59,84,73,43,44,94,44,33,4,92,37,100,74,46,26,64,73,97,17,28,3,15,77,10,19,81,88,39,71,88,75,4,32,98,25,7,78,53,38,66,27,28,58,21,21,58,44,42,16,13,50,35,95,16,27,26,91,4,55,69,39,64,8,3,36,13,78,22
"8",0,0,0,0,0,0,77,88,44,66,8,9,79,2,46,86,23,59,25,77,8,37,25,3,90,76,56,75,13,63,70,67,27,96,24,88,60,40,89,35,66,7,43,10,42,93,84,95,18,15,53,98,18,45,44,67,2,27,64,63,51,4,66,31,74,46,10,54,55,64,88,60,72,3,51,30,40,68,83,92,57,7,74,24,97,60,36,46,82,68,15,46,61,13,47,84,67,62,47,2
"9",0,0,0,0,0,0,0,91,9,8,24,57,56,92,30,91,94,21,73,35,18,51,42,79,44,35,62,44,17,39,87,65,84,74,96,98,53,33,8,50,62,22,88,12,43,38,70,22,40,3,93,70,6,25,78,65,44,70,14,66,99,37,65,33,50,92,42,16,13,41,16,100,25,21,53,53,57,54,18,42,14,24,44,95,47,48,31,37,17,10,36,55,13,27,97,12,30,85,61,54
"10",0,0,0,0,0,0,0,0,64,90,20,88,52,10,74,88,15,18,61,17,34,43,38,3,35,19,7,56,24,25,13,32,75,83,60,39,41,88,27,29,96,47,54,38,97,44,12,58,15,18,47,86,57,85,69,60,23,62,11,16,43,71,49,19,31,18,25,2,50,75,58,21,50,35,33,7,74,76,14,37,66,34,98,32,46,74,100,93,26,6,49,31,71,72,13,22,32,97,81,82
"11",0,0,0,0,0,0,0,0,0,21,80,9,47,36,56,29,34,10,38,87,27,4,66,36,22,100,48,99,86,29,41,75,41,3,2,81,95,39,60,78,43,34,37,49,4,24,72,76,97,68,15,28,10,31,96,83,83,63,48,93,87,40,38,86,60,93,85,57,29,32,60,32,45,39,46,23,83,41,92,27,85,80,53,27,14,82,100,1,79,78,71,83,36,42,50,79,63,77,41,100
"12",0,0,0,0,0,0,0,0,0,0,26,97,87,58,42,1,59,65,19,92,65,52,58,5,12,17,28,38,89,74,6,33,97,23,6,44,8,87,43,24,81,7,2,16,27,47,62,7,85,80,63,33,15,86,27,95,66,21,93,5,44,92,23,93,50,22,96,78,63,76,24,69,92,52,35,92,41,36,62,45,42,47,1,9,67,11,63,29,59,5,71,52,45,66,15,85,17,88,4,44
"13",0,0,0,0,0,0,0,0,0,0,0,68,2,51,80,59,34,51,55,54,22,68,31,31,29,67,55,20,49,18,18,74,49,54,3,52,21,86,23,67,94,19,48,72,96,51,53,58,36,87,4,98,68,11,41,52,2,49,17,36,88,85,24,11,15,16,39,53,88,20,87,87,87,9,86,31,87,30,97,59,42,82,21,100,70,13,47,45,9,26,64,57,23,92,11,20,49,35,39,61
"14",0,0,0,0,0,0,0,0,0,0,0,0,44,42,23,36,11,68,58,22,92,66,53,84,78,51,24,18,94,81,30,33,25,8,72,51,47,42,87,32,65,1,80,4,67,17,39,88,84,10,60,6,13,92,58,54,76,9,36,40,45,63,80,59,66,5,46,7,38,57,85,10,88,91,41,54,39,24,84,60,79,5,53,83,16,32,71,45,72,15,2,52,4,37,50,29,99,44,77,51
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,64,70,86,9,17,79,26,80,3,54,28,4,80,51,16,31,66,68,78,19,92,58,81,82,1,12,17,59,60,58,83,95,84,47,31,33,85,94,77,23,12,64,64,63,33,99,79,99,62,21,41,31,39,7,67,2,40,59,66,46,18,59,80,74,94,44,46,82,16,90,99,82,94,82,71,53,70,82,25,38,45,12,15,45,92,17,29
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,68,73,86,59,11,41,48,68,35,95,76,64,73,39,41,92,24,86,24,33,18,89,36,25,42,77,29,21,29,68,64,26,27,9,98,63,14,4,78,54,81,5,94,52,80,88,93,56,94,73,23,41,87,88,63,4,61,6,71,76,14,33,97,89,20,32,22,82,38,24,36,4,26,34,73,83,16,81,45,68,47,23,62,11,14
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,38,45,39,59,71,44,48,86,57,4,39,65,74,86,72,41,80,64,4,9,90,91,70,76,29,82,96,3,68,16,79,24,2,9,47,65,32,97,58,97,23,29,50,86,63,28,64,81,37,45,31,27,50,80,52,10,29,58,83,73,81,13,3,43,96,29,96,97,85,79,15,43,7,91,20,40,20,33,26,27,21,32,32,9
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,76,47,15,15,64,90,49,60,21,59,74,25,84,79,34,65,89,44,15,5,66,44,49,10,2,54,62,7,20,63,27,94,96,26,83,77,24,64,80,17,48,83,49,42,36,70,77,70,28,64,40,72,100,70,60,98,81,80,82,3,99,57,88,48,83,100,56,50,42,33,21,3,53,44,49,36,11,80,32,36,28,8,32
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,3,6,66,6,57,37,14,19,20,20,61,97,14,28,25,60,27,83,38,73,95,17,95,18,41,11,64,57,61,46,75,17,64,78,75,66,17,78,29,100,95,31,58,55,89,56,81,31,52,45,30,17,64,80,40,53,97,7,57,6,90,74,28,81,5,52,1,76,15,14,47,81,86,91,90,17,98,95,45,97,23
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,51,70,28,39,59,42,79,87,32,30,61,92,59,11,92,29,29,80,63,35,72,85,13,41,21,21,86,65,78,63,65,92,43,83,1,97,22,97,79,41,56,34,38,84,58,65,99,89,52,65,36,24,2,29,100,89,87,69,28,4,87,42,85,27,14,65,35,73,89,90,17,92,25,28,86,22,13,93,68,98
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,23,73,65,5,73,37,17,19,4,3,66,54,8,73,97,83,36,67,70,4,74,99,84,97,64,62,69,46,41,76,56,1,78,34,56,36,97,36,52,34,66,86,89,98,23,89,4,50,6,45,12,60,1,35,70,87,97,51,83,1,21,19,41,86,84,16,42,71,55,78,91,69,35,93,54,37,36,74,78,36
