"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",18,38,4,19,15,20,24,13,25,34,23,11,21,11,1,7,48,19,45,8,23,42,15,35,11,30,50,35,17,13,6,39,21,10,24,7,13,29,8,28,37,3,43,46,38,42,29,40,30,12,21,11,5,32,24,37,10,28,48,36,26,38,33,45,25,45,1,25,37,24,40,20,39,22,26,48,17,2,10,28,47,45,29,28,15,38,43,33,12,35,38,31,17,22,29,2,45,44,24,49
"2",0,0,0,0,0,1,0,4,0,0,0,0,0,0,8,0,38,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,46,90,88,0,73,0,0,0,9,0,60,0,0,0,0,0,7,0,19,0,0,35,0,0,0,0,0,0,89,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,92,0,0,0,0,0,90,0,0,0,0,0,0,0,16,0,0,86,0,65,0,0,0,0
"3",0,0,0,0,0,0,98,0,86,55,0,0,0,63,0,0,0,0,0,0,0,0,10,0,0,98,0,0,0,0,5,0,51,0,0,0,0,0,0,0,0,100,0,97,0,0,0,39,0,0,0,0,85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,80,0,0,0,49,0,0,77,0,0,0,0,0,0,0,49,0,0,83,0,0,32,0,0,15,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,74,0,0,56,0,0,0,37,0,0,0,70,0,0,83,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,65,0,0,0,0,48,0,72,0,0,0,0,44,82,0,27,67,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,63,0,42,0,80,0,30,80,0,0,0,0,0,0,23,94,0,77,0,0,0,0,16,0,0,92,10,62,0,0,26,0,17,34,43,0,0,0,0,0,48,0,39,1,0,0,77,0,0,0,0,0,0,0,52,0,0,0,0,0,0,18,0,0,0,0,0,0,76,72,0,0,0,0,0,78,0,0,0
"6",0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,56,0,98,34,0,0,0,0,0,0,0,0,88,0,0,0,0,26,0,0,0,0,0,0,0,32,0,0,0,36,0,0,0,32,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,20,0,0,0,0,0,0,0,0,15,12,0,0,0,75,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,36,0,0,0,74,0,0,0,22,0,0,0,0,90,0,0,0,0,57,80,0,0,67,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,64,61,0,95,0,86,0,0,0,0,0,0,0,0,0,0,4,24,0,10,77,13,0,63,30,0,0,0,0,16,0,0,0,0,0,0,0,0,0,100,22,0,0,0,50,14,0,0,95,0,71,63,0,0,0,0
"8",0,0,0,0,0,0,0,0,82,0,35,0,0,0,0,48,0,0,0,0,0,75,0,0,31,0,0,0,0,0,0,54,0,0,76,0,0,97,74,0,0,0,92,31,0,99,88,0,0,58,0,0,0,0,0,17,61,0,6,29,0,0,0,33,0,0,0,0,0,0,0,0,45,93,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,48,0,0
"9",0,0,0,0,0,0,0,0,0,73,0,0,0,85,0,0,75,48,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,77,0,0,47,0,0,19,0,0,0,0,0,62,0,0,0,0,0,0,61,58,52,82,0,0,0,0,0,59,0,69,88,0,0,0,0,33,0,44,0,5,0,0,57,0,0,0,0,0,0,75,0,0,0,0,100,0,71
"10",0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,26,37,77,0,0,29,11,99,0,89,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,16,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,98,100,0,55,42,0,0,34,23,0,0,0,0,0,0,29,0,0,0,0,0,0,0,48,0,0,40,0,0,0,0,7,72,29,29,0,0,0,0
