"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",10,2,28,10,44,14,21,10,47,22,3,26,25,50,16,23,21,46,39,15,25,29,22,39,5,20,19,31,2,15,33,15,1,1,3,33,43,12,18,3,4,37,17,29,31,3,27,1,36,9,24,15,32,5,30,41,7,5,2,42,19,11,50,46,32,10,12,22,13,16,29,22,16,33,6,6,3,36,1,12,38,11,14,41,43,24,33,8,21,13,48,19,49,31,38,37,1,35,34,4
"2",91,75,50,13,91,76,55,12,74,88,24,54,79,15,54,86,11,71,9,94,57,16,31,70,46,24,98,1,76,90,92,19,59,69,64,93,6,56,74,18,15,43,85,35,59,49,40,1,48,86,70,93,51,58,63,19,55,36,36,67,14,89,28,7,90,33,33,22,63,9,34,75,79,69,79,36,82,75,86,3,89,79,11,78,38,42,87,13,26,40,35,43,88,26,74,70,25,41,4,49
"3",0,55,23,35,44,5,91,95,26,40,78,92,11,20,43,71,83,27,65,22,7,57,33,38,57,63,82,4,100,87,91,83,44,48,48,69,57,79,89,21,85,9,40,22,26,46,50,6,7,81,71,52,3,17,26,84,83,12,53,93,76,60,52,48,39,96,85,35,42,70,11,37,55,57,7,10,87,96,20,93,92,10,10,67,44,2,25,73,50,31,8,27,26,40,13,42,86,56,21,53
"4",0,0,81,21,31,81,58,26,55,18,36,66,76,11,23,73,55,85,47,5,7,49,30,20,30,67,39,87,35,32,20,52,41,23,77,38,50,33,59,94,61,71,45,31,85,18,91,32,11,36,34,38,44,44,93,42,59,13,12,47,22,61,9,54,71,6,29,86,69,32,39,50,12,15,66,93,11,31,25,99,72,24,99,63,74,33,60,4,52,62,39,99,26,31,56,52,49,63,69,84
"5",0,0,0,64,11,18,64,80,13,86,43,44,36,6,23,39,63,77,40,93,16,53,87,68,14,14,28,2,50,79,65,61,71,45,25,54,92,36,53,45,25,45,26,89,34,64,51,55,92,8,49,34,41,49,53,75,49,57,4,77,86,21,79,51,66,77,76,32,33,19,87,15,91,70,93,37,33,97,91,2,81,84,98,7,21,64,52,13,10,61,85,94,62,42,29,41,38,60,78,72
"6",0,0,0,0,63,20,16,80,22,44,59,41,39,52,100,64,64,78,3,6,53,20,36,41,47,2,31,75,85,94,26,46,96,72,44,88,11,49,94,84,57,36,4,45,77,85,18,2,31,8,48,80,15,75,51,11,79,35,41,21,7,3,95,78,22,54,98,8,19,44,20,79,69,13,93,26,42,21,24,33,6,30,73,31,28,76,57,35,5,68,40,68,48,16,17,65,71,13,53,94
"7",0,0,0,0,0,87,50,90,3,88,50,98,45,28,100,52,65,43,52,12,55,30,5,50,78,1,90,50,91,76,19,26,36,94,98,31,81,100,32,92,82,63,69,44,44,22,18,68,22,11,60,46,70,10,36,3,11,68,92,100,3,39,58,59,43,76,96,48,16,17,35,16,82,26,20,86,75,23,75,43,17,89,12,22,26,40,79,71,86,90,50,54,60,62,34,26,85,26,15,29
"8",0,0,0,0,0,0,48,13,36,11,68,73,9,28,66,84,88,91,90,63,65,60,81,86,2,39,86,2,14,87,50,76,58,10,35,94,69,83,11,48,51,44,99,10,66,97,26,54,70,72,86,38,31,17,11,30,36,42,27,34,54,25,16,33,11,8,25,11,58,77,100,38,76,19,25,47,78,29,19,39,32,32,11,68,79,59,42,38,33,67,19,29,77,57,82,12,96,85,40,17
"9",0,0,0,0,0,0,0,41,53,41,8,100,44,38,1,52,72,28,40,30,55,54,73,94,33,95,29,43,52,78,24,85,12,69,67,88,18,32,23,43,47,1,99,52,45,44,30,71,23,23,47,58,71,5,3,45,87,71,17,35,84,48,34,56,17,88,33,95,23,54,24,26,10,16,12,69,82,99,17,72,83,50,86,71,36,33,36,81,46,96,43,99,57,35,51,24,78,37,21,70
"10",0,0,0,0,0,0,0,0,75,85,18,70,76,3,10,59,38,22,18,75,20,41,23,53,89,66,17,99,48,64,57,45,20,52,37,23,46,75,81,70,7,5,23,71,55,5,25,14,76,8,29,97,7,17,95,17,1,25,83,72,37,58,31,13,41,45,7,55,22,25,33,3,18,50,92,92,56,72,69,75,87,1,94,55,66,97,70,86,92,47,22,41,19,56,39,52,55,77,40,50
"11",0,0,0,0,0,0,0,0,0,79,13,49,96,53,92,67,28,45,88,61,29,31,54,34,81,26,53,38,33,61,88,86,8,40,56,14,80,93,48,99,57,73,82,66,91,46,7,27,17,76,63,55,95,58,64,58,48,88,86,14,27,4,19,97,42,3,62,73,80,40,91,33,49,53,29,43,94,31,58,87,17,42,66,94,11,18,57,31,63,24,42,51,54,45,100,75,79,31,96,98
