"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",1,15,31,41,29,45,33,30,12,43,34,44,42,26,17,1,46,37,46,45,3,48,32,37,27,48,24,33,39,18,10,17,14,41,29,23,47,27,34,28,50,25,31,25,9,27,17,40,36,37,35,22,11,5,15,13,6,3,25,23,41,22,33,34,9,3,46,42,7,11,21,25,28,8,18,11,15,20,15,29,19,20,21,11,4,4,8,38,16,6,7,7,36,14,3,37,23,38,1,30
"2",59,64,16,39,50,62,82,75,50,59,9,59,94,9,87,73,46,46,47,92,13,35,26,21,52,42,71,63,100,72,81,15,48,64,22,34,69,3,35,87,72,42,37,92,57,69,28,48,84,91,8,29,29,28,97,68,67,39,34,22,100,49,96,25,27,65,40,45,80,68,39,6,10,86,75,72,25,56,10,46,24,30,52,88,69,40,91,22,79,88,97,45,4,99,89,86,84,99,95,75
"3",0,37,31,65,81,67,98,42,71,77,6,88,74,56,44,74,65,84,70,13,73,1,29,97,83,74,84,41,64,98,36,50,58,69,46,35,99,7,44,44,39,8,81,36,19,76,30,14,91,92,91,64,47,81,87,89,65,61,44,33,59,89,71,8,82,27,99,5,5,32,93,16,66,57,77,79,8,84,2,6,10,38,16,10,15,43,88,59,51,76,22,88,98,81,12,40,35,70,14,83
"4",0,0,40,38,66,83,54,89,40,45,51,85,46,18,2,24,74,2,74,28,68,42,88,59,90,75,22,96,37,77,3,23,94,100,49,5,97,5,76,98,96,8,10,99,29,31,11,81,50,36,28,39,40,29,45,47,38,16,94,7,96,38,33,58,81,79,72,98,88,87,38,4,6,34,50,83,53,37,58,12,93,11,78,59,69,42,68,64,83,100,95,94,48,38,83,65,4,51,81,60
"5",0,0,0,40,2,38,47,57,53,35,47,44,56,21,7,44,28,28,12,30,55,17,32,47,27,14,88,37,78,83,9,40,76,100,22,49,4,77,81,5,97,38,42,70,85,12,8,21,40,67,100,86,81,26,4,3,72,32,20,13,62,7,57,93,14,37,21,17,54,60,55,43,17,1,7,50,40,2,38,59,65,23,58,47,25,74,100,45,51,12,72,21,49,47,29,56,44,92,21,86
"6",0,0,0,0,39,29,63,4,13,4,93,58,1,83,100,84,91,21,71,84,96,49,45,2,59,82,31,26,41,90,40,78,94,74,86,27,66,25,16,47,32,40,31,52,38,55,53,4,33,15,89,58,16,87,5,56,20,16,62,30,18,56,19,16,44,59,26,56,6,36,60,26,86,49,33,8,2,6,57,91,86,8,86,26,79,9,97,9,11,14,73,37,54,27,99,90,44,91,60,42
"7",0,0,0,0,0,15,4,80,15,100,54,92,100,80,49,35,93,31,88,44,89,88,81,80,51,43,45,31,85,54,42,17,71,21,20,44,43,66,100,75,57,32,30,10,28,72,93,22,29,56,1,37,63,18,19,46,68,42,33,7,70,36,16,14,10,68,23,32,17,1,52,3,54,16,5,80,70,24,52,95,48,78,83,84,16,10,36,11,26,87,10,39,54,65,83,19,80,50,65,79
"8",0,0,0,0,0,0,63,1,46,31,95,10,93,2,2,20,90,39,5,67,64,48,28,85,73,97,50,92,7,39,9,96,1,6,88,54,45,58,72,52,49,71,7,83,83,18,14,18,2,65,39,70,69,44,17,53,55,90,38,10,63,80,89,82,46,86,69,78,55,68,31,39,11,74,28,48,97,3,29,69,21,89,86,89,66,53,9,86,73,83,26,77,12,88,45,23,48,90,14,71
"9",0,0,0,0,0,0,0,47,33,21,66,37,3,39,55,26,59,86,93,23,51,28,1,70,87,97,34,30,30,85,60,34,70,37,41,94,12,19,10,6,49,93,32,64,77,69,20,86,36,52,28,38,7,47,92,50,15,61,39,90,21,36,90,36,5,66,70,7,92,51,96,42,9,17,60,3,57,38,31,63,48,78,56,53,95,18,69,69,77,19,54,59,51,54,1,37,74,54,29,84
"10",0,0,0,0,0,0,0,0,42,38,7,86,41,85,33,62,17,36,63,60,3,71,22,27,50,3,25,78,72,91,70,31,100,56,6,90,74,37,49,21,82,48,81,72,17,44,9,65,31,60,12,91,33,58,72,9,12,10,4,70,86,1,66,6,22,40,29,12,94,79,96,59,41,13,23,50,98,63,90,56,48,40,26,47,100,28,31,23,47,44,80,57,89,54,23,29,46,7,83,87
"11",0,0,0,0,0,0,0,0,0,95,27,15,71,92,88,15,22,56,40,47,88,84,74,16,5,20,6,45,42,76,52,25,9,16,24,47,77,87,96,48,1,85,81,87,1,26,52,45,2,40,32,89,75,77,84,70,9,30,5,23,7,14,69,15,5,76,96,49,37,23,28,72,42,76,3,72,7,61,73,74,5,13,37,66,55,50,1,62,68,14,76,2,20,77,73,54,93,86,28,15
"12",0,0,0,0,0,0,0,0,0,0,99,14,60,65,87,7,66,49,21,40,19,72,76,71,98,50,73,95,72,8,21,68,34,17,23,27,78,59,55,89,66,20,5,22,30,24,30,50,37,66,5,58,76,32,49,19,40,100,28,93,91,11,25,9,2,3,27,14,47,50,52,84,91,52,46,100,47,34,77,26,19,6,54,22,100,13,16,3,10,54,37,72,94,62,95,92,20,10,67,39
"13",0,0,0,0,0,0,0,0,0,0,0,44,36,56,77,58,97,28,66,76,57,31,45,69,90,15,28,77,50,20,68,76,70,35,10,73,21,19,43,38,33,67,20,15,65,85,49,62,84,63,20,29,93,4,51,65,36,12,10,46,84,38,32,44,34,36,48,19,96,64,89,42,60,47,29,68,18,59,62,32,3,58,68,1,37,89,39,89,33,39,85,73,13,99,32,47,80,92,78,41
"14",0,0,0,0,0,0,0,0,0,0,0,0,5,78,52,52,46,64,3,35,72,10,13,23,54,10,29,96,64,83,12,59,43,75,72,23,76,56,61,68,66,6,41,84,94,66,79,97,30,75,86,48,83,82,34,31,79,75,50,71,51,86,84,100,98,20,27,92,90,98,67,72,18,3,54,72,49,43,19,19,79,61,11,49,33,75,5,50,47,30,62,55,72,89,40,59,31,79,46,26
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,72,21,17,44,10,67,31,10,58,62,67,8,90,28,82,13,14,67,39,25,39,26,98,26,43,54,92,72,56,14,18,98,21,44,46,36,49,12,22,69,89,7,66,60,77,50,67,29,71,63,77,2,100,15,25,68,68,39,52,39,38,53,53,62,86,7,44,25,29,26,7,2,70,63,73,23,86,79,26,66,71,21,69,44,44
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,95,10,8,15,88,43,56,94,43,23,15,93,57,14,49,15,31,27,60,81,10,42,20,87,77,41,95,76,1,24,30,25,57,85,81,2,81,32,94,47,74,56,11,28,90,24,74,39,12,32,14,74,40,65,21,69,62,86,19,42,64,10,97,63,37,61,88,90,54,96,64,21,40,24,2,12,86,47,12,48,100,86,5,19
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,91,68,75,3,50,91,49,24,26,63,86,99,25,39,67,28,100,94,43,5,15,55,55,5,23,61,53,58,91,52,27,5,67,56,37,61,56,2,100,23,61,52,4,11,42,71,9,47,37,29,64,60,52,65,69,62,74,46,70,41,12,11,28,36,16,12,52,86,53,80,52,10,19,42,29,97,37,72,22,52,81,98,22,13
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,54,98,18,63,45,90,96,79,96,44,68,93,24,72,60,36,58,80,17,13,51,26,55,82,79,96,86,83,2,85,41,28,90,92,35,91,71,72,72,4,5,16,71,48,47,2,46,69,40,98,81,45,12,45,36,87,1,59,95,89,59,51,75,82,12,27,44,78,77,47,32,11,24,40,72,12,40,6,33,67,72,53
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,78,22,97,97,5,40,51,2,14,81,100,8,100,64,35,39,98,34,39,85,92,47,90,55,7,17,71,45,34,42,77,94,99,18,26,19,11,14,33,2,37,50,22,2,16,63,9,26,51,66,20,90,75,47,58,22,9,57,47,48,93,43,40,10,94,63,51,91,48,93,3,56,64,39,72,86,80,55,24,88,86
