"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",26,27,48,19,40,30,29,18,29,30,33,5,8,34,46,14,28,30,16,23,44,32,39,43,48,5,23,25,26,12,45,43,27,28,47,48,1,6,24,42,46,29,3,26,50,45,13,27,20,32,8,10,34,15,20,22,10,21,7,35,11,41,45,5,11,28,41,14,14,39,2,2,40,11,14,14,4,21,16,35,25,44,11,22,5,15,4,50,6,47,47,11,41,30,36,21,38,10,12,38
"2",48,24,84,76,53,34,96,87,45,47,14,1,76,78,10,20,68,88,91,26,84,72,85,16,41,47,81,21,4,90,73,72,96,32,70,32,48,44,2,52,20,87,86,40,79,86,76,32,71,47,29,61,2,83,53,30,30,4,35,27,60,62,84,85,93,54,84,92,30,93,47,39,90,68,20,27,20,62,13,43,13,3,81,42,25,62,47,43,17,16,10,32,32,64,73,35,31,90,21,54
"3",0,66,62,32,91,47,41,37,34,88,74,45,41,34,65,18,4,99,68,94,83,9,97,66,64,80,16,62,20,50,21,72,9,29,23,68,18,64,36,2,31,75,34,87,34,44,59,66,63,31,27,71,23,82,33,30,49,55,2,41,43,2,55,21,13,27,40,93,73,79,87,90,96,33,30,89,23,11,97,46,71,17,91,42,91,50,100,76,51,28,84,12,86,23,12,73,75,21,16,40
"4",0,0,87,8,41,38,55,34,12,26,34,45,34,38,19,31,34,97,99,54,81,89,14,13,48,18,17,82,58,6,85,57,33,8,92,94,15,92,13,6,74,29,88,77,48,70,59,77,37,48,42,94,75,77,84,100,78,14,90,97,16,1,82,23,55,77,91,84,4,14,72,8,51,94,44,53,16,92,70,64,98,58,96,37,26,17,88,88,30,20,10,72,29,81,17,83,19,44,54,1
"5",0,0,0,15,72,64,85,52,73,41,12,43,36,49,56,52,50,12,10,62,31,50,83,20,88,38,57,47,58,94,94,35,85,82,35,63,11,30,72,8,84,64,47,32,100,95,44,23,23,23,17,57,67,21,86,6,64,31,36,68,15,45,43,46,88,73,16,45,68,90,65,100,51,13,14,46,81,22,56,63,37,100,39,66,34,71,73,67,14,71,43,24,53,24,85,6,65,71,29,37
"6",0,0,0,0,91,83,14,17,5,73,26,86,46,40,10,77,37,18,14,25,27,73,75,81,34,1,88,88,46,37,59,91,51,85,6,81,15,32,65,59,97,6,12,40,51,43,41,37,22,2,9,76,83,38,100,74,29,68,88,50,59,72,79,70,69,69,7,17,66,51,14,56,93,60,52,82,48,66,36,71,82,15,48,51,29,54,16,39,53,87,72,25,42,57,48,15,63,8,12,5
"7",0,0,0,0,0,96,87,17,77,29,30,71,48,41,77,75,28,24,88,56,22,56,11,58,81,74,50,48,99,51,91,98,16,45,57,73,45,22,20,60,19,85,75,22,88,89,58,4,16,7,31,19,43,15,35,76,39,18,42,71,3,71,64,28,54,61,60,81,7,6,56,96,31,10,10,93,72,91,36,22,16,16,14,54,43,52,17,41,56,21,66,99,56,96,99,56,92,75,61,63
"8",0,0,0,0,0,0,92,6,43,2,19,9,65,99,23,52,22,45,44,56,53,95,24,19,5,55,28,28,21,89,33,68,53,85,60,55,75,23,74,52,49,41,49,70,33,67,86,73,35,34,65,26,100,46,37,78,82,62,22,18,37,29,74,78,1,3,21,33,23,93,11,83,67,34,72,81,13,34,38,16,92,94,61,91,94,98,64,3,93,23,36,83,11,68,46,76,18,66,11,64
"9",0,0,0,0,0,0,0,2,83,94,80,46,40,15,37,25,63,24,87,48,52,4,81,88,2,42,88,91,70,93,82,96,29,80,50,3,27,14,3,96,5,52,43,60,77,39,23,58,42,88,89,1,73,34,63,49,72,76,22,72,10,7,72,31,64,18,13,58,3,29,39,60,42,27,76,4,87,70,5,88,48,2,100,4,99,77,91,7,90,34,17,49,43,69,95,89,86,48,93,23
"10",0,0,0,0,0,0,0,0,19,43,32,91,63,35,47,15,12,98,27,77,32,17,23,12,20,2,89,64,75,93,89,35,83,9,84,91,74,39,71,38,79,79,28,72,8,76,14,82,68,76,52,82,12,78,35,11,31,48,87,94,69,43,32,30,7,98,22,60,36,4,19,51,90,91,13,64,51,89,39,51,83,27,4,50,89,18,66,33,73,67,50,8,21,21,71,48,48,86,80,75
